PERSONNM,VENDOR_NAME
FRANK E SCULLY JR,GWYNEDD MERCY UNIVERSITY
ANN ZIFF,SING FOR HOPE INC
KARA UNTERBERG,SING FOR HOPE INC
MARK ROWSWELL,GOVERNING COUNCIL OF THE UNIVERSITY OF
AVRUM GOTLIEB,GOVERNING COUNCIL OF THE UNIVERSITY OF
RICHARD ASCHE,SCAN NEW YORK VOLUNTEER PARENT AIDES
GUILLERMO LINARES,DASNY CITY UNIVERSITY CONSTRUCTION FUND
MANDA MARTIN,THE THEATRE OF THE EMERGING AMERICAN
NANCY LEE KEMPER,MID-AMERICA ARTS ALLIANCE
STEVE FRANCISCO,LAKE CHAMPLAIN MARITIME MUSEUM
KIM NELSON,NATURE SERVE
CHRISTIAN MASTERS,DARROW SCHOOL
RICHARD L BARON MD,AMERICAN COLLEGE OF RADIOLOGY
WILLIAM F SCHUMACHER III,UNIVERSITY OF MOUNT UNION
MARIN R SCORDATO,THE CATHOLIC UNIVERSITY OF AMERICA INC
AMANDA REDDY,THE NATIONAL CENTER FOR HEALTHY HOUSING
SUSAN LACZ,MARYMOUNT UNIVERSITY
RONALD FURMAN,JEWISH FAMILY SERVICE OF ROCHESTER INC
JAMES F SHAW,MONROE CC FOUNDATION 808
MARGOT FAHNESTOCK,SAUTI YETU CENTER FOR AFRICAN WOMEN
WANDA POLISSENI,ST JOHN FISHER COLLEGE
CAROLL W SUGGS,THE NATIONAL WWII MUSEUM INC
DONNA COLONNA SUS,COORDINATED BEHAVIORAL CARE INC
DALE M FREHSE,YOUNG AUDIENCES NEW YORK INC
TIMOTHY REED,BOILERMAKER ROAD RACE INC
MARIANNE MILLS,MANHATTAN CLASS COMPANYINC
BARBARA SHULMAN,MANHATTAN CLASS COMPANYINC
JUDITH WEISSMAN,MENTAL HEALTH ASSOC OF NYC
ANN M BITTINGER,AMERICAN HEALTH LAWYERS ASSOCIATION
MICHAEL DAWSON,VALHALLA AMBULANCE CORPS INC
CAROLYN WISE,SALTAIRE VOLUNTEER FIRECOMPANY INC
JAMES WOLFER,DANSVILLE FIRE DEPARTMENT INC
ELLIOTT WOLF,NORTHEAST FOUNDATION FOR CHILDREN
ROBERT SULLIVAN,SCHENECTADY COUNTY HISTORICAL SOCIETY
WILLIS BROWN,CANISTEO VOLUNTEER FIRE DEPARTMENT
GEORGE CUMMINS,PULASKI-BOYISTON SNOWMOBILE CLUB INC
KRISTIN MEADE,NORTH COUNTRY REMSCO
DAVE MERRICK JR,ROCHESTER AREA CRIME STOPPERS INC
DR GRACE BARNES,TWO HUNDRED SEVENTY TWO TO TWO HUNDRED
BRUCE CARLSON,CORAL REEF RESEARCH FOUNDATION INC
ROSEMARIE G GREEN,CARING COMMUNITY INC
VACANT,FREDONIA VOLUNTEER FIRE DEPARTMENT INC
TIMOTHY WINTERS,FREDONIA VOLUNTEER FIRE DEPARTMENT INC
BERTHA JACOBS,ADVOCATES FOR UPSTATE MEDICAL UNIVERSITY
LEE BRUSINO,AMHERST SYMPHONY ORCHESTRA ASSOCIATION
CHARLES JOHNSON,DONALD MCFEE MEMORIAL AMBULANCE SERVICES
RICHARD ZINK,CATTARAUGUS ALLEGANY WORKFORCE INVESTMEN
JOSEPH FARBER,FLUSHING WILLETS POINT CORONA LOCAL
EVANGELINE JOHNS,THE EPISCOPAL ACTORS GUILD OF AMERICA
MELISSA GARDNER,FINGER LAKES HEALTH SYSTEMS AGENCY
CINDY CEFALU,WOODBURY COMMUNITY AMBUL INC
WILLIAM MILLER,ASSOC OF GOVERNMENT ACCOUNTANTS
GRACE DENNISTON,COMMUNITY ACTION OF ORLEANS AND GENESEE
CHARLES HYMAN MD FACP,NEW YORK CHAPTER AMERICAN COLLEGE
MIRANDA KRYSKOW,AUXILIARY SERVICES SUNY OSWEGO INC
LISA MELARA,SAMARITAN CENTER INC
MARY KENDRICK-GAFFNEY,SAMARITAN CENTER INC
JOSEPH DITRAPANI,SONS OF ITALY
KIM JACKSON,BUFFALO AUDUBON SOCIETY INC
MICHAEL O'ROURKE,THE STATE UNIVERSITY COLLEGE AT
MAURY ROSEN,THE UNION HOOK AND LADDER COMPANY NO 1
SHEEVA MASSOUDI,STUDENT ASSOCIATION OF BINGHAMTON
ANDREW BONAVIA,TOMPKINS COMMUNITY ACTION INC
JENNIFER A BECKAGE,ERIE INSTITUTE OF LAW
JEANNE GULDE,OLD MUSEUM VILLAGE OF SMITHS COVE
NORM NOON,OPERATING ENGINEERS LOCAL 17 TRAINING
CAROL HAYES,HERRICKS COMMUNITY FUND INC
LAURA HUBBARD,FACULTY STUDENT ASSOCIATION SUNY AT
ANDREW BEAKMAN,UTICA COLLEGE
MANUEL MATTOS,PACIFIC TSUNAMI MUSEUM INC
JANET D HOWELL,BOARD OF CONTROL FOR SOUTHERN REG ED
TERESA INMAN,BOARD OF CONTROL FOR SOUTHERN REG ED
AMELIA LODOLCE MS,RURAL HEALTH NETWORK OF SOUTH CENTRAL
JON D KUPPINGER,NCS DEVELOPMENT CORP
RENAE GLASGOW,UNITED STUDENTS GOVERNMENT
TIMOTHY M LINNEHAN ESQ,MASSACHUSETTS LEGAL ASSISTANCE CORP
SR ANNE TURBINI,CARDINAL HAYES SCHOOL FOR SPECIAL
LORI SCHECK,CONCERNED WOMEN FOR AMERICA
PATRICIA SZARPA,OTSEGO LAND TRUST INC
MR MAX BAUMGARTNER,TRINE UNIVERSITY
MS THERESA WAGLER,TRINE UNIVERSITY
JAMES DOIG,STATE UNIVERSITY COLLEGE AT ONEONTA
RON VERO,MEDIATION MATTERS INC
TERRY HAYES,TIMES SQUARE MANAGEMENT ASSOCIATION INC
HELEN CAPPUCCINO MD,BUFFALO FINE ARTS ACADEMY
CHARLES CARANCI JR,VILLA OF HOPE
CHARLES CANDELA,FEDERATION OF ITALIAN-AMERICAN
SUE ARMINE,PERINTON ECUMENICAL MINISTRIES INC
JOYCE A DALTON,CANTON RESCUE SQUAD INC
MICHAEL COSTA,HEAD START OF EASTERN ORANGE COUNTY INC
CAROLINE M TRIPP,SEARCH & CARE INC
FAIGY NEUMAN,MASBIA
DOREEN FORD,WILLING HELPERS HOME FOR WOMEN INC
LYNN OLSON,AMERICAN ACADEMY OF PEDIATRICS
CHARLES WAIT JR,EMPIRE STATE COLLEGE FOUNDATION 825
DAVID J MAZZETTI,EMPIRE STATE COLLEGE FOUNDATION INC
DAVID MICHEL,FORT SCHUYLER HOUSE INC
LOUISA HOLLAND,BOTTOM LINE INC
JAMES D BROWN,ROCHESTER RIVERSIDE CONVENTION CENTER
DONALD COOPER,MASS AUDUBONS DRUMLIN FARM
REBECCA KIRSZNER KATZ,RED HOOK INITIATIVE INC
ROB HYODO,CONSORTIUM OF COLLEGE AND UNIVERSITY
ABBY ATTIAS,CENTER FOR SUPPORTIVE SCHOOLS
MICHAEL FOX,PINKERTON ACADEMY
KIMBERLY CORNISH,THE HISTORY CENTER IN TOMPKINS COUNTY
DAVID EVELYN MD,UNITED WAY OF TOMPKINS COUNTY
CESAR CABRERA,WIB INC
CHRISTINE LULY PHD CRC,WIA - COUNTY OF CHAUTAUQUA
KATHLEEN M WILBUR,CHARTER SCHOOLS DEVELOPEMENT AND
PETER BENEDICT,ST ANDREWS SCHOOL OF BOCA RATON INC
CAMILLE FERAZZI,REGIS COLLEGE
SUSAN MCMAHON,MCMAHON RYAN CHILD ADVOCACY SITE
HANNAH SUSORNEY,GEOLOGICAL SOCIETY OF AMERICA
DR GERALD ROONEY,EMPIRE 8
ABBY ADAIR REINHARD,BLACKFRIARS OF ROCHESTER NEW YORK INC
INEZ BARRON,ALONZO A DAUGHTRY MEMORIAL DAY CARE
SCOTT MONTAGNA,MIDSTATE YOUTH HOCKEY ASSOCIATION INC
ADRIENNE PANCOE,HEALTHY CHILDREN PROJECT
ALAN FISCHER,MIDORI & FRIENDS
MICHAEL G CHRISTIANO,NORTH PARK THEATRE OF BUFFALO INC
PEGGY DECOOKE,THE CHILDRENS CENTER AT PURCHASE COLLEGE
JOHN SACRET YOUNG,BURCHFIELD-PENNEY ART CENTER
ANKE WESSELS,CENTER FOR TRANSFORMATIVE ACTION
JOHN MAZZA,COLLEGE OF STATEN ISLAND FOUNDATION INC
THOMAS P CASSESE,NATIONAL KIDNEY FOUNDATION OF UPSTATE NY
DIANNE CUMMING,PTO COORDINATING COUNCIL SPECIAL
ELIZABETH PASCAL,JUST BUFFALO LITERARY CENTER INC
SANDRA BLOCK,JUST BUFFALO LITERARY CENTER INC
BEATRICE KAHN,NATIONAL COUNCIL OF JEWISH WOMEN
SUSAN FLEMINGER,ELDERS SHARE THE ARTS INC
LORRAINE KOLASINSKI,SCOLA
COLONEL CHRISTOPHER,NEW ENDLAND STATE POLICE INFORMATION
CHARLES CESARETTI,TRI-CITIES OPERA CO INC
MAZEN FOUANY,CHARLES COLE MEMORIAL HOSPITAL
BLUEROSE STARREAGLE,SOUTH COAST HOSPICE & PALLIATIVE CARE
DAVID WEILD III,YOUNG PEOPLES CHORUS OF NEW YORK CITY
HIROKO ONOYAMA,YOUNG PEOPLES CHORUS OF NEW YORK CITY
ANDREW S LONDON,AIDS COMMUNITY RESOURCES INC
ROBIN ROBINSON,NERCOMP INC
CLAIRE HUYGHE,ITHACA WALDORF SCHOOL
STEVEN GORDON,RENAISSANCE ACADEMY CHARTER SCHOOL
SARAH MALDONADO,ALLEY POND ENVIROMENTAL CTR INC
BARBARA FRIEDMAN,ALLEY POND ENVIROMENTAL CTR INC
RITA SHERMAN,ALLEY POND ENVIROMENTAL CTR INC
ALEX CAPO,CHARLTON SCHOOL
JEAN AABO,CHARLTON SCHOOL
GABRIELLE S BACON - VICE PRESIDENT,GREEN VALE SCHOOL
DIANE CROTEAU,MONADNOCK FAMILY SERVICES
DEBORAH CHIARELLA MLS,WESTERN NY LIBRARY RESOURCES COUNCIL
RAYMOND FALCON JR,PASCACK MENTAL HEALTH CENTER
ALYSSA STERBA,KULANU ACADEMY
THOMAS HECK,KUTZTOWN UNIVERSITY STUDENT SERVICES INC
HARRIET EDELMAN,NEW YORK BLOOD CENTER INC
ELEANOR MENA,WHITESTONE SCHOOL FOR CHILD DEVELOPMENT
URSULA M BURNS,UNITED STATES FOUNDATION FOR INSPIRATION
LORENA CLARK,HISPANIC BROTHERHOOD INC
JONATHAN RECKFORD,HABITAT FOR HUMANITY INTERNATIONAL
PAUL MURPHY,WATERVLIET HOUSING DEVELOPMENT FUND
BETTY PHILAGE,MOUNT SAINT MARY ACADEMY
YVONNE RILEY-TEPIE,NEW YORK CITY COLLEGE OF TECHNOLOGY
JUANITA FRANCIS,ARIZONA STATE UNIVERSITY FOUNDATION FOR
GREGORY J VOGEL,ARIZONA STATE UNIVERSITY FOUNDATION FOR
REBECCA CHOPP,HERS HIGHER EDUCATION RESOURCE SERVICES
HEIDI BUZZY,ONEONTA BOYS CLUB INC
MICHAEL BOZA,SOUTHERN TIER ENTERPRISE DEVELOPMENT
MINDY STERN,STEPHEN GAYNOR SCHOOL
DERESA F DURKEE,MORRISVILLE COLLEGE FOUNDATION SUNY
BRIAN SEELEY,WIA - FULTON MONTGOMERY SCHOHARIE
ALLISON FORMICOLA,ROCHESTER ROTARY CHARITABLE TRUSTS
PAUL ZAMEK,PALMER TRINITY PRIVATE SCHOOL INC
MICHAEL COCKRILL,NATIONAL ASSOC OF STATE CHIEF INFO OFFIC
GLENN WHARTON,VOICES IN CONTEMPORARY ART
DAVID YOVIENE,HILBERT COLLEGE
KUSHNOOD HAQ,HILBERT COLLEGE
ADAM M DESMOND,LITERACY NEW YORK BUFFALO-NIAGARA INC
KATHERINE BELL,A PUBLIC SPACE LITERARY PROJEC TS INC
TERESA M GRANT STOETH,FRIENDS OF VAN CORTLANDT PARK
MICHAEL BORGES,NEW YORK STATE ASSOCIATION OF SCHOOL
KIM BACH,TIME & SPACE LIMITED THEATRE C O INC
MICHAEL SCAFATI,FLORIDA INSTITUTE OF TECHNOLOGY INC
CHARLES WALL,WEST VIRGINIA WESLEYAN COLLEGE
ALISA M LIVELY,WEST VIRGINIA WESLEYAN COLLEGE
ALAN SILLIKER,PARENT EDUCATION PROGRAM INC
WILLIAM HERNANDEZ,STUDENT ASSOCIATION OF STATE UNIV
J VANCE HUGHES,KINGS BAY COMMUNITY HOSPITAL INC
DAVID BODAK,LINCOLN VOLUNTEER FIRE DEPARTMENT
JENNIFER BONHOMME,HOPES DOOR INC
BRONSON VAN WYCK JR,EXODUS SCHOOL
RICHARD HINMAN,WESTERN CATSKILLS COMMUNITY
DEBBIE ZLOTOWITZ,CHILDRENS DAY TREATMENT CENTER
RICHARD KELLY,EASTERN MILLWRIGHT REGIONAL COUNCIL
FIONA ALLEN,NEW YORK CHARIOTS OF FIRE
STEVEN SCHRADER,TEACHERS & WRITERS COLLABORATIVE
DART WESTPHAL,BARTOW PELL LANDMARK FUND
DR ANTHONY ANNUNZIATO,SCOPE EDUCATION SERVICES
JOSEPH FRENCH,SPORTS AND ARTS IN SCHOOLS FOUNDATION
MICHAEL JONES,NEW HEIGHTS ACADEMY CHARTER SCHOOL
EDNA SANTIAGO,NEW HEIGHTS ACADEMY CHARTER SCHOOL
MAUREEN HALAHAN,UNITED WAY OF THE DUTCHESS ORANGE REGION
JOSE DAVILA,BOOMHEALTH
PAUL BARR,FEDERAL DEFENDERS OF SAN DIEGO INC
LYNN MURPHY,AMERICAN STRING TEACHERS ASSOCIATION
MICHAEL J REED,JERICHO PROJECT
JOHN C WRIGHT,SCHOOL OF MANAGEMENT ALUMNI ASSOCIATION
MONIQUE WARE,SISULU-WALKER CHARTER SCHOOL OF HARLEM
EILEEN LACORTE,TRI CITY JOINT APPRENTICESHIP
TIMOTHY MURRAY,THE AMERICAN PHYTOPATHOLOGICAL SOCIETY
SUZETTE FOSTER-JEMMOTT,YORK COLLEGE ASSOCIATION INC
CLARK ALEXANDER,OSSABAW ISLAND FOUNDATION
DR KIMBERLY CLINE,NORTHEAST CONFERENCE
DONNA ADAMS,AUBURN PUBLIC THEATER INC
REBECCA NEUWIRTH,PENN SOUTH SOCIAL SERVICES INC
SCOTT EVANS,CHENANGO COUNTY AGRICULTURAL SOCIETY
HOLLY COMBE,NATIONAL ASSOCIATION OF COLLEGE AND
SUSAN S RAI,NEW YORK YOUTH SYMPHONY INC
RICHARD FINLEY III,MARY CARIOLA CHILDRENS CENTER INC
KICO GOVANTES,GREENE COUNTY COUNCIL ON THE ARTS
GREG SARGEANT,ELEVATOR REPAIR SERVICE THT
KENNETH CERA,ELEVATOR REPAIR SERVICE THT
TAMMY HERSH,TRAIN COLLECTORS ASSOCIATION
REUEL ASH JD,CINCINNATI FOUNDATION FOR BIOMEDICAL
SUSAN INMAN,BEFORE & AFTER SCHOOL CHILD CARE ON
ADAM BURKE,HEBREW EDUCATIONAL SOCIETY OF BROOKLYN
MICHELLE MAJORS,REALITY HOUSE INC
NEGIN SHARIFZADEH,ARTISTS IN RESIDENCE INC
ELIZABETH FRANKEL,JACOB BURNS FILM CENTER
CLAIRE THOMAS,NATIONAL EDUCATION FOR ASSISTANCE DOG
DENNIS ACEVEDO,GREEN CITY FORCE INC
RAYMOND A FOLEN PHD ABPP,COUNCIL FOR THE NTL REGISTER OF HEALTH
DINA STUCK,FINGER LAKES WORKFORCE INVESTMENT BOARD
LISA DESAUTELS-POLIQUIN,THOMAS COLLEGE
JONATHAN KENT,THOMAS COLLEGE
KRISTEN BECKER,ON THE BOARDS
MARILYN HARDACRE,VERMONT YOUTH ORCHESTRA ASSOCIATION
LEE HORNSTEIN,GUIDE DOG FOUNDATION FOR THE BLIND
KIM PHIPPS,CAMPUS COMPACT OF NEW YORK AND
CAROL TEGAS,FINGER LAKES PERFORMING PROVIDER SYSTEM
JANET DAVENPORT,BECKER COLLEGE
LIZBETH ADAMS,YOUTH COMMUNICATION NEW YORK CENTER
JOEL KAPLAN,RABENSTEIN LEARNING CENTER
ELIZABETH HANSEN,UNITED WAY OF COLUMBIA AND GREENE
RORI SAGAL,CHILD CARE COUNCIL OF WESTCHESTER INC
TERRY HARTMANN,CHILDRENS INSTITUTE INC
EVA KITTAY,AMERICAN PHILOSOPHICAL ASSOCIATION
ERIC MARGULES THRU 916,HENRY KAUFMANN CAMPGROUNDS INC
MR R WILLIFORD MCCAULEY,THE METHODIST UNIVERSITY INC
IRENE DULIN,METROPOOL INC
PERRY POULOS,QUEENS COMMUNITY HOUSE INC
MARTY QUINN,ASSOC FOR THE BLIND AND VISUALLY
GARY BEHM,ROCHESTER SCHOOL FOR DEAF
MOHAMED RAMJAN,SOUTHERN QUEENS PARK ASSOC INC
EUGENE WIECEK,AMERICAN LEGION JERSEY BOYS STATE
KIM HISSONG,ST LAWRENCE UNIVERSITY
CHARLES J WORTMAN,BALLET HISPANICO OF NEW YORK INC
JOSH SHAMANSKY,JUNIOR ACHIEVEMENT OF NEW YORK INC
MAUREEN WILSON,BROOME COMMUNITY COLLEGE FOUNDATION 792
MICHAEL GARRETT,WORKFORCE OUTSOURCE SERVICES INC
JAY HERSHENSON,JEWISH COMMUNITY RELATIONS COUNCIL OF
HAROLD WOLCHOK,JEWISH COMMUNITY CENTER OF STATEN ISLAND
CHARLES GOCKEL,HUNTERSFIELD CHRISTIAN TRAINING CTR
HON ROBERT RUSSELL,UNITED WAY OF BUFFALO & ERIE COUNTY
PENNY TUCKER,SKANEATELES AMBULANCE VOLUNTEER
MATTHEW P KREUTZ,HOPE INITIATIVES CDC INC
PAUL NELSON,YOUTH SERVICE OPPORTUNITIES PROJECT INC
THOMAS FICHTER,TALEA ENSEMBLE INC
TIM MERJOS,LITTLE RED SCHOOL HOUSE INC
PATRICK MARTIN CPA,FULMONT COMMUNITY ACTION AGENCY INC
MICHAEL FANGER,WOODS HOLE RESEARCH CENTER
STEPHEN FORDHAM,BLAUVELT VOLUNTEER FIRE COMPANY INC
ROHOMAN ZAHIDALI,PRESTON CENTER OF COMPASSION
JOHN RACHWALSKI,THEATRE WORKS USA CORP
TONIA ELVIN,JEWEL HUMAN SERVICES INC
BERNICE MILLS,CAPITOL DISTRICT MANAGEMENT ASSOCIATION
LORUSSO JOSEPH,NEW ENGLAND SCHOOL OF LAW
PAMELA GRUNDER SHEIFFER,AMERICAN MANAGEMENT ASSOCIATION
JAMESON CRANE JR,GALLAUDET UNIVERSITY
BRIAN SHEPARD,MUSIC TEACHERS NATIONAL ASSN INC
MEL ZACHTER,CAMP OHEL INC
NADEEM MAZHAR,SAINT LEO UNIVERSITY
MARY E PETERS,RAND CORPORATION
TIMOTHY RICE,CENTER FOR CREATIVE LEADERSHIP
STEPHEN TOSH,THE BOYS CLUB OF NEW YORK INC
DENISE ADLER,HUDSON GUILD
MICHAEL J DEBOLE,WIA - MONROE ROCHESTER WORKS INC
GAIL COYLE,CITIZENS OPPORTUNITY FOR DEVELOPMENT &
WILL MANZER,METROPOLITAN MUSEUM OF ART
NANCY POSES,RIVERVIEW SCHOOL
ERIKA GIBSON,MANHATTAN COUNTRY SCHOOL INC
ELIZABETH SCHAFFER,NEW TEACHER PROJECT INC
ANNE DYJAK,PRIMARY CARE DEVELOPMENT CORP
LYNETTE SPYROPOULOS,ST LUKES SCHOOL
MILDRED SPEISER,SHADOW BOX THEATRE INC
WILLIAM C SILVERMAN ESQ,THE CHILDRENS LAW CENTER
K DOUGLAS SMITH MD,NORTHSIDE HOSPITAL
DR T B BOYD III,MEHARRY MEDICAL COLLEGE
ROBIN CHAPPELLE GOLSTON,VIOLENCE INTERVENTION PROGRAM INC
KRIS KILLAM,MEXICO VOLUNTEER FIRE DEPARTMENT
JOHN C NEMETH PHD,SIGMA XI
ERIN M CORREALE,SANCTUARY FOR FAMILIES
PAUL DOWEN,ADIRONDACK CC FOUNDATION 791
D MICHAEL NILES,ADIRONDACK CC FOUNDATION 791
TRUDIE J PRIOR,HARTFORD SEMINARY
JESSICA OSARIO,THE BARUCH COLLEGE EARLY LEARNING CENTER
MATT REARDON,ORAL ROBERTS UNIVERSITY
RAJEEV NARANG,CHILDRENS MUSEUM OF MANHATTAN
GARY MAFFEI,NEW AVENUES FOR YOUTH
PETER J WELSBY,ERIE CANALWAY HERITAGE FUND INC
ZOHAR TIROSH-POLK,RATTLESTICK PRODUCTIONS INC
RUFUS COLLINS,GROUP I ACTING COMPANY INC
JOHN DEVLIN,WILSON FIRE COMPANY NO 1 INC
DOUGLAS R SIEFKEN,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH
SHAWN JOSEPH,COUNCIL OF THE GREAT CITY SCHOOLS
JUMOKE HINTON HODGE,COUNCIL OF THE GREAT CITY SCHOOLS
RAMON J PINEDA,SPANISH THEATRE REPERTORY CO
DIANA CECCE,CHILD AND FAMILY RESOURCES INC
PAUL DRISCOLL,THE METROPOLITAN OPERA GUILD INC
STEVEN T ROSEN,THE LEUKEMIA & LYMPHOMA SOCIETY INC
ANDREW S COCCARI,THE LEUKEMIA & LYMPHOMA SOCIETY INC
FRANCIE HELLER,THE LEUKEMIA & LYMPHOMA SOCIETY INC
GREG MORRIS,ROBERT MORRIS UNIVERSITY ILLINOIS
FRANK HUGHES,CHAPEL HAVEN INC
PHILLIP MORROW,SOBRO DEVELOPMENT CORP
LORNA STERN,ARCADIA UNIVERSITY
JEFFREY D MURPHY,SAINT JOHN BOSCO CHILD & FAMILY SERVICES
CHRISTINE SPECHT,CONCORDIA UNIVERSITY WISCONSIN
THOMAS PHILLIP,CONCORDIA UNIVERSITY WISCONSIN
SUSAN HINKSON,YOUNG MEN & YOUNG WOMEN HEBREW
DOUGLAS C JAMES,CUCS HOUSING DEVELOPMENT FUND II INC
ANTONIO PEREZ,SALVADORI CENTER LTD
MORRIS JIM,OKLAHOMA MEDICAL RESEARCH FOUNDATION
CYNTHIA HARRIS,ASSOCIATION OF SCHOOLS AND PROGRAMS OF
TINO HERNANDEZ,THE COALITION FOR BEHAVIORAL HEALTH INC
KEVIN BRADY,IRISH CLASSICAL THEATRE COMPANY
BRIAN ECKER,WILSON COLLEGE
TED COONS,ACHIEVEMENT FIRST BUSHWICK CHARTER
SUSAN LASKOWSKI,LEAGUE FOR THE HANDICAPPED
THOMAS MICHAUD,BRIDGES BTC INC
JOHN B RUDD,HEALTHWORKFORCE NEW YORK
MIKE OBER,POTSDAM VOLUNTEER RESCUE SQUAD INC
ALICE TORRE,THE JOE TORRE SAFE AT HOME FOUNDATION
MINI VERTER MD,STATEN ISLAND MENTAL HEALTH SOCIETY
THOMAS J BOTZMAN PHD,MISERICORDIA UNIVERSITY
LEIGH A GRINSTEAD,AMER ASSOC FOR STATE HST
HEATHER MAGINNIS,NATIONAL ORIENTATION DIRECTORS
JOYCE HOLL,NATIONAL ORIENTATION DIRECTORS
CHARLES EAMES,US COAST GUARD AUXILIARY ASSOCIATION
DR JOSEPH DIRENZO III,TIFFIN UNIVERSITY
TOBIAS BUCK,PHEASANTS FOREVER INC
GARY LIPMAN,SEPHARDIC COMMUNITY YOUTH CENTER INC
ALEXANDRA PECK MADDEN,HOSPICE FOUNDATION OF CENTRAL NEW YORK
GRACE L CAPUTO MD MPH,ASSOCIATION OF PEDIATRIC PROGRAM DIRECTO
RAY PAUL JR,AMERICAN FOUNDATION FOR SUICIDE
RICHARD LAUDISI,ALFRED STATE COLLEGE DEVELOPMENT FUND
ARNOLD MILSTEIN MD PHD,INSTITUTE FOR HEALTHCARE IMPROVEMENT
PEDRO DELGADO,INSTITUTE FOR HEALTHCARE IMPROVEMENT
MELINDA GAULT,COMMUNITY ACTION PLANNING COUNCIL OF
MARJORIE FINK,BELL FOUNDATION INC
JOHN C O'HARA JR,LONGLEAF SERVICES INC
JOHN LESSARD,INTERAGENCY COUNCIL OF DEVELOPMENTAL
CHERYL LYNN HORSEY,GWYNEDD MERCY UNIVERSITY
KATHLEEN NOLAN RSM,MERCY CENTER INC
AKBAR PANJU,MCMASTER UNIVERSITY
EMOKE SZATHMARY,MCMASTER UNIVERSITY
RAFAEL KLEIMAN,MCMASTER UNIVERSITY
BERT E BRODSKY,GURWIN JEWISH FAY J LINDNER RESIDENCE
JONATHAN LEINBACH MD,JOSE LIMON DANCE FOUNDATION
DESANDER MAS,NEW YORK COLLEGE OF PODIATRIC MEDICINE
CLAY HILES,NEW YORK CITY CRIMINAL JUSTICE AGENCY
GEORGE BARTUNEK,THE FOUNDATION FOR LONG ISLAND STATE
ELIZABETH G MURPHY,MASSACHUSETTS COMMUNITY CENTER & DEVELOP
BETSY A MANGONE,AMERICAN UNIVERSITY
PATRICK RALSTON,MID-AMERICA ARTS ALLIANCE
MICHELE R SUGARMAN,DANCING CLASSROOMS INC
CHRISTOPHER GRAHAM ESQ,GORDON RESEARCH CONFERENCES
HENRY L SAVAGE JR,DARROW SCHOOL
LISA SKINNER,HIGHER EDUCATION USER GROUP
MARCO PALUDO,HIGHER EDUCATION USER GROUP
TERENCE HOUSER,HIGHER EDUCATION USER GROUP
PHILIP YAWMAN,MONROE CC FOUNDATION
DONNA B WENK,MONROE CC FOUNDATION
AMANDA MORETTI,COALITION FOR THE HOMELESS INC
MATTHE ROLLER,SOCIETY FOR CLASSICAL STUDIES
SUZANNE SCHWARTZ DAVIDSON,SECOND STAGE THEATRE INC
MARVIN NEIMAN,HEBREW ACADEMY FOR SPECIAL CHILDREN INC
PEGGY HIGGINS SEWELL,THE NATIONAL WWII MUSEUM INC
LEROY BALL,ROBERT MORRIS UNIVERSITY
MORGAN O'BRIEN,ROBERT MORRIS UNIVERSITY
JOHN OLLQUIST,FIVER CHILDRENS FOUNDATION
PHYLLIS ROBINSON,TEMPLE EMANUEL
PHIL MOHN,WALES CENTER VOLUNTEER FIRE COMPANY INC
DEANNA SHIELDS,ALPHA PHI SIGMA INC
MARCUS MOLINARO,GREENWAY HERITAGE CONSERVANCY
ANN WOODCOCK,THE SCARSDALE WOMANS CLUB INC
JOAN MIZRAHI,THE SCARSDALE WOMANS CLUB INC
MICHAEL WILSON,CANISTEO VOLUNTEER FIRE DEPARTMENT
VINCENT ROSSI,MONTGOMERY COUNTY OFFICE FOR AGING INC
SISTER JUDITH ANN DUVALL OSF,INSTITUTE OF PHYS MED AND REHAB
MARGARET OLDHAM HAGENBACH,KENAN CENTER INC
PETER MONCZYNSKI,BRISTOL VILLAGE INC
FAITH BONDY,PARENT TEACHER ASSOCIATION OF P S 59 INC
STEVEN HAYES,THE EPISCOPAL ACTORS GUILD OF AMERICA
RENEE R BROWNSTEIN,FINGER LAKES HEALTH SYSTEMS AGENCY
INDIRA PAHARIA PAYD MBA MS,FINGER LAKES HEALTH SYSTEMS AGENCY
KARINA LEUNG,HABITAT FOR HUMANITY NEW YORK STATE
DAVID G MILLER,NEW ENGLAND WATER WORKS ASSOCIATION INC
BILL O'HANLON,YOUNG MENS CHRISTIAN ASSOCIATION OF THE
PENNY ELLIOTT,YOUNG MENS CHRISTIAN ASSOCIATION OF THE
ROBERT BURKE,RESEARCH FOUNDATION FOR MENTAL HYGIENE
CYNTHIA COCHRAN,OMICRON DELTA KAPPA SOCIETY INC
TRISH LOBENFELD,FRIENDS OF KAREN INC
JEFFREY TAFT,SAMARITAN CENTER INC
DIANNA FISHER,ADEC
KEN JAFFE,CENTER FOR AGRICULTURAL DEVELOPMENT &
ANDREA KLAUSNER,WESTCHESTER HOUSING FUND INC
JONNA ANNE,CAMPUS AUXILIARY SERVICES INCORPORATED
GARY EVANS,TOMPKINS COMMUNITY ACTION INC
JACK HERREMA,SUNSET HOUSE INC
MICHAEL PARSONS,UTICA COLLEGE
ANDREW JACOBS,HUDSON HIGHLANDS NATURE MUSEUM
PATRICIA OKAMURA,PACIFIC TSUNAMI MUSEUM INC
JOSEPH STARGIOTTI,PLEASANTVILLE COMMUNITY TELEVISION INC
